"","ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"293","416","Mimosa riedelii",1,"172423","Mimosa riedelii",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"riedelii","riedelii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508607-1","","Y","Accepted","Mimosa riedelii","Mimosa riedelii","Benth.","172423","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508607-1","","Fabaceae","1","1","wcvp","0",""
"294","417","Mimosa robusta",1,"1236602","Mimosa robusta",1,"species","","",NA,"R.Grether","Fabaceae","Mimosa","Mimosa",1,"robusta","robusta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1014033-1","","Y","Accepted","Mimosa robusta","Mimosa robusta","R.Grether","1236602","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1014033-1","","Fabaceae","1","1","wcvp","0",""
"295","418","Mimosa rufescens",1,"172428","Mimosa rufescens",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"rufescens","rufescens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312682-2","","Y","Accepted","Mimosa rufescens","Mimosa rufescens","Benth.","172428","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312682-2","","Fabaceae","1","1","wcvp","0",""
"296","419","Mimosa rufipila",1,"172429","Mimosa rufipila",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"rufipila","rufipila",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508626-1","","Y","Accepted","Mimosa rufipila","Mimosa rufipila","Benth.","172429","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508626-1","","Fabaceae","1","1","wcvp","0",""
"297","420","Mimosa rupertiana",1,"371863","Mimosa rupertiana",1,"species","","",NA,"B.L.Turner","Fabaceae","Mimosa","Mimosa",1,"rupertiana","rupertiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981289-1","","Y","Synonym","Mimosa quadrivalvis var. occidentalis","Mimosa quadrivalvis","(Wooton & Standl.) Barneby","184695","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967270-1","","Fabaceae","1","1","wcvp","0",""
"298","421","Mimosa rusbyana",1,"1230159","Mimosa rusbyana",1,"species","","",NA,"Barneby & Fortunato","Fabaceae","Mimosa","Mimosa",1,"rusbyana","rusbyana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313175-2","","Y","Accepted","Mimosa rusbyana","Mimosa rusbyana","Barneby & Fortunato","1230159","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313175-2","","Fabaceae","1","1","wcvp","0",""
"299","423","Mimosa sanguinolenta",1,"1232374","Mimosa sanguinolenta",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"sanguinolenta","sanguinolenta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312779-2","","Y","Accepted","Mimosa sanguinolenta","Mimosa sanguinolenta","Barneby","1232374","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312779-2","","Fabaceae","1","1","wcvp","0",""
"300","425","Mimosa scabrella",1,"163611","Mimosa scabrella",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"scabrella","scabrella",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508647-1","","Y","Accepted","Mimosa scabrella","Mimosa scabrella","Benth.","163611","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508647-1","","Fabaceae","1","1","wcvp","0",""
"301","426","Mimosa schleidenii",1,"167722","Mimosa schleidenii",1,"species","","",NA,"Herter","Fabaceae","Mimosa","Mimosa",1,"schleidenii","schleidenii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:290874-2","","Y","Accepted","Mimosa schleidenii","Mimosa schleidenii","Herter","167722","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:290874-2","","Fabaceae","1","1","wcvp","0",""
"302","428","Mimosa schomburgkii",1,"172433","Mimosa schomburgkii",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"schomburgkii","schomburgkii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Y","Accepted","Mimosa schomburgkii","Mimosa schomburgkii","Benth.","172433","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Fabaceae","1","1","wcvp","0",""
"303","429","Mimosa sensitiva",1,"172437","Mimosa sensitiva",1,"species","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"sensitiva","sensitiva",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508671-1","","Y","Accepted","Mimosa sensitiva","Mimosa sensitiva","L.","172437","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508671-1","","Fabaceae","1","1","wcvp","0",""
"304","433","Mimosa sericantha",1,"172438","Mimosa sericantha",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"sericantha","sericantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508674-1","","Y","Accepted","Mimosa sericantha","Mimosa sericantha","Benth.","172438","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508674-1","","Fabaceae","1","1","wcvp","0",""
"305","434","Mimosa setosa granitica",0.96021221090168,"1368983","Mimosa setosa subsp. granitica",0.96021221090168,"subspecies","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"subsp.","granitica",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312899-2","","Y","Synonym","Mimosa granitica","Mimosa granitica","(Barneby) L.M.Borges","1288008","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175159-1","","Fabaceae","1","1","wcvp","0",""
"306","435","Mimosa setosa nitens",0.96021221090168,"1288490","Mimosa setosa var. nitens",0.96021221090168,"variety","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"var.","nitens",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161980-2","","Y","Synonym","Mimosa neonitens","Mimosa neonitens","L.M.Borges","1286966","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175160-1","","Fabaceae","1","1","wcvp","0",""
"307","437","Mimosa setosa paludosa",0.96021221090168,"1333372","Mimosa setosa subsp. paludosa",0.96021221090168,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"subsp.","paludosa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967282-1","","Y","Synonym","Mimosa paludosa","Mimosa paludosa","Benth.","172406","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312892-2","","Fabaceae","1","1","wcvp","0",""
"308","438","Mimosa setosa setosa",0.96021221090168,"177666","Mimosa setosa var. setosa",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"var.","setosa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190593-1","","Y","Accepted","Mimosa setosa var. setosa","Mimosa setosa","","177666","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190593-1","","Fabaceae","1","1","wcvp","0",""
"309","439","Mimosa setosa urbana",0.96021221090168,"1288479","Mimosa setosa var. urbana",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"var.","urbana",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312898-2","","Y","Accepted","Mimosa setosa var. urbana","Mimosa setosa","Barneby","1288479","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312898-2","","Fabaceae","1","1","wcvp","0",""
"310","440","Mimosa setosa urbica",0.96021221090168,"1368984","Mimosa setosa subsp. urbica",0.96021221090168,"subspecies","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"setosa","setosa",1,"","",NA,"subsp.","urbica",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2373551-4","","Y","Synonym","Mimosa urbica","Mimosa urbica","(Barneby) Marc.F.Simon","1373461","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175162-1","","Fabaceae","1","1","wcvp","0",""
"311","442","Mimosa setosissima",1,"167725","Mimosa setosissima",1,"species","","",NA,"Taub.","Fabaceae","Mimosa","Mimosa",1,"setosissima","setosissima",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161981-2","","Y","Accepted","Mimosa setosissima","Mimosa setosissima","Taub.","167725","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161981-2","","Fabaceae","1","1","wcvp","0",""
"312","443","Mimosa setuligera",1,"167726","Mimosa setuligera",1,"species","","",NA,"Harms","Fabaceae","Mimosa","Mimosa",1,"setuligera","setuligera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161982-2","","Y","Accepted","Mimosa setuligera","Mimosa setuligera","Harms","167726","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161982-2","","Fabaceae","1","1","wcvp","0",""
"313","444","Mimosa sicyocarpa",1,"1040280","Mimosa sicyocarpa",1,"species","","",NA,"B.L.Rob.","Fabaceae","Mimosa","Mimosa",1,"sicyocarpa","sicyocarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161983-2","","Y","Accepted","Mimosa sicyocarpa","Mimosa sicyocarpa","B.L.Rob.","1040280","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161983-2","","Fabaceae","1","1","wcvp","0",""
"314","445","Mimosa similis",1,"167728","Mimosa similis",1,"species","","",NA,"Britton & Rose","Fabaceae","Mimosa","Mimosa",1,"similis","similis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161984-2","","Y","Accepted","Mimosa similis","Mimosa similis","Britton & Rose","167728","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161984-2","","Fabaceae","1","1","wcvp","0",""
"315","446","Mimosa sinaloensis",1,"167730","Mimosa sinaloensis",1,"species","","",NA,"Britton & Rose","Fabaceae","Mimosa","Mimosa",1,"sinaloensis","sinaloensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161986-2","","Y","Accepted","Mimosa sinaloensis","Mimosa sinaloensis","Britton & Rose","167730","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161986-2","","Fabaceae","1","1","wcvp","0",""
"316","447","Mimosa skinneri desmodioides",0.96021221090168,"1288483","Mimosa skinneri var. desmodioides",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"skinneri","skinneri",1,"","",NA,"var.","desmodioides",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967342-1","","Y","Accepted","Mimosa skinneri var. desmodioides","Mimosa skinneri","(Benth.) Barneby","1288483","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967342-1","","Fabaceae","1","1","wcvp","0",""
"317","448","Mimosa somnambulans",1,"1232449","Mimosa somnambulans",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"somnambulans","somnambulans",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313140-2","","Y","Accepted","Mimosa somnambulans","Mimosa somnambulans","Barneby","1232449","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313140-2","","Fabaceae","1","1","wcvp","0",""
"318","449","Mimosa somnians lasiocarpa",0.96021221090168,"1288486","Mimosa somnians var. lasiocarpa",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"somnians","somnians",1,"","",NA,"var.","lasiocarpa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967294-1","","Y","Accepted","Mimosa somnians var. lasiocarpa","Mimosa somnians","(Benth.) Barneby","1288486","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967294-1","","Fabaceae","1","1","wcvp","0",""
"319","450","Mimosa somnians lupulina",0.96021221090168,"1288488","Mimosa somnians var. lupulina",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"somnians","somnians",1,"","",NA,"var.","lupulina",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967295-1","","Y","Accepted","Mimosa somnians var. lupulina","Mimosa somnians","(Benth.) Barneby","1288488","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967295-1","","Fabaceae","1","1","wcvp","0",""
"320","451","Mimosa somnians velascoensis",0.96021221090168,"176481","Mimosa somnians var. velascoensis",0.96021221090168,"variety","","",NA,"(Harms) Barneby","Fabaceae","Mimosa","Mimosa",1,"somnians","somnians",1,"","",NA,"var.","velascoensis",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:924358-1","","Y","Accepted","Mimosa somnians var. velascoensis","Mimosa somnians","(Harms) Barneby","176481","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:924358-1","","Fabaceae","1","1","wcvp","0",""
"321","452","Mimosa somnians viscida",0.96021221090168,"1047034","Mimosa somnians fo.rm viscida",0.96021221090168,"forma","","",NA,"Chodat & Hassl.","Fabaceae","Mimosa","Mimosa",1,"somnians","somnians",1,"","",NA,"fo.rm","viscida",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161987-2","","Y","Synonym","Mimosa somnians var. somnians","Mimosa somnians","","177042","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190615-1","","Fabaceae","1","3","wcvp","4","[HigherTaxa]"
"322","453","Mimosa sousae",1,"176745","Mimosa sousae",1,"species","","",NA,"R.Grether","Fabaceae","Mimosa","Mimosa",1,"sousae","sousae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161989-2","","Y","Accepted","Mimosa sousae","Mimosa sousae","R.Grether","176745","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161989-2","","Fabaceae","1","1","wcvp","0",""
"323","454","Mimosa sp1",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp1","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"324","455","Mimosa sp2",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"325","456","Mimosa sp3",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp3","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"326","457","Mimosa sp4",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp4","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"327","458","Mimosa sp5",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp5","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"328","459","Mimosa sp6",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp6","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"329","460","Mimosa sp7",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp7","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"330","461","Mimosa sp8",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp8","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"331","462","Mimosa sp9",0.9,"1408767","Mimosa",1,"genus","","",NA,"L.","Fabaceae","Mimosa","Mimosa",1,"","",NA,"","",NA,"","",NA,"","",NA,"","sp9","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Y","Accepted","Mimosa","","L.","1408767","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2","","Fabaceae","1","1","wcvp","0",""
"332","464","Mimosa speciosissima",1,"167731","Mimosa speciosissima",1,"species","","",NA,"Taub.","Fabaceae","Mimosa","Mimosa",1,"speciosissima","speciosissima",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161990-2","","Y","Accepted","Mimosa speciosissima","Mimosa speciosissima","Taub.","167731","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161990-2","","Fabaceae","1","1","wcvp","0",""
"333","465","Mimosa spirocarpa",1,"167733","Mimosa spirocarpa",1,"species","","",NA,"Rose","Fabaceae","Mimosa","Mimosa",1,"spirocarpa","spirocarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161992-2","","Y","Accepted","Mimosa spirocarpa","Mimosa spirocarpa","Rose","167733","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161992-2","","Fabaceae","1","1","wcvp","0",""
"334","466","Mimosa spixiana",1,"1232352","Mimosa spixiana",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"spixiana","spixiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312722-2","","Y","Accepted","Mimosa spixiana","Mimosa spixiana","Barneby","1232352","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312722-2","","Fabaceae","1","1","wcvp","0",""
"335","468","Mimosa splendida",1,"1232444","Mimosa splendida",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"splendida","splendida",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312992-2","","Y","Accepted","Mimosa splendida","Mimosa splendida","Barneby","1232444","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312992-2","","Fabaceae","1","1","wcvp","0",""
"336","469","Mimosa sprengellii",0.98599670627294,"1042494","Mimosa sprengelii",0.98599670627294,"species","","",NA,"DC.","Fabaceae","Mimosa","Mimosa",1,"sprengellii","sprengelii",0.90909090909091,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313239-2","","Y","Accepted","Mimosa sprengelii","Mimosa sprengelii","DC.","1042494","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313239-2","","Fabaceae","1","1","wcvp","0",""
"337","471","Mimosa strigillosa",1,"172451","Mimosa strigillosa",1,"species","","",NA,"Torr. & A.Gray","Fabaceae","Mimosa","Mimosa",1,"strigillosa","strigillosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313006-2","","Y","Accepted","Mimosa strigillosa","Mimosa strigillosa","Torr. & A.Gray","172451","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313006-2","","Fabaceae","1","1","wcvp","0",""
"338","472","Mimosa strobiliflora",1,"167735","Mimosa strobiliflora",1,"species","","",NA,"Burkart","Fabaceae","Mimosa","Mimosa",1,"strobiliflora","strobiliflora",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161997-2","","Y","Accepted","Mimosa strobiliflora","Mimosa strobiliflora","Burkart","167735","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161997-2","","Fabaceae","1","1","wcvp","0",""
"339","474","Mimosa stylosa",1,"1232430","Mimosa stylosa",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"stylosa","stylosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312944-2","","Y","Accepted","Mimosa stylosa","Mimosa stylosa","Barneby","1232430","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312944-2","","Fabaceae","1","1","wcvp","0",""
"340","475","Mimosa suberosa",1,"1258672","Mimosa suberosa",1,"species","","",NA,"Atahuachi & C.E.Hughes","Fabaceae","Mimosa","Mimosa",1,"suberosa","suberosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60442581-2","","Y","Accepted","Mimosa suberosa","Mimosa suberosa","Atahuachi & C.E.Hughes","1258672","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60442581-2","","Fabaceae","1","1","wcvp","0",""
"341","476","Mimosa taimbensis",1,"171552","Mimosa taimbensis",1,"species","","",NA,"Burkart","Fabaceae","Mimosa","Mimosa",1,"taimbensis","taimbensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312886-2","","Y","Accepted","Mimosa taimbensis","Mimosa taimbensis","Burkart","171552","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312886-2","","Fabaceae","1","1","wcvp","0",""
"342","477","Mimosa tejupilcana",1,"1221010","Mimosa tejupilcana",1,"species","","",NA,"R.Grether & Mart.-Bern.","Fabaceae","Mimosa","Mimosa",1,"tejupilcana","tejupilcana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313490-2","","Y","Accepted","Mimosa tejupilcana","Mimosa tejupilcana","R.Grether & Mart.-Bern.","1221010","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313490-2","","Fabaceae","1","1","wcvp","0",""
"343","479","Mimosa tenuiflora",1,"172455","Mimosa tenuiflora",1,"species","","",NA,"(Willd.) Poir.","Fabaceae","Mimosa","Mimosa",1,"tenuiflora","tenuiflora",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508775-1","","Y","Accepted","Mimosa tenuiflora","Mimosa tenuiflora","(Willd.) Poir.","172455","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508775-1","","Fabaceae","1","1","wcvp","0",""
"344","480","Mimosa tequilana",1,"167741","Mimosa tequilana",1,"species","","",NA,"S.Watson","Fabaceae","Mimosa","Mimosa",1,"tequilana","tequilana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162018-2","","Y","Accepted","Mimosa tequilana","Mimosa tequilana","S.Watson","167741","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162018-2","","Fabaceae","1","1","wcvp","0",""
"345","481","Mimosa texana filipes",0.96021221090168,"1369768","Mimosa texana var. filipes",0.96021221090168,"variety","","",NA,"(Britton & Rose) Barneby","Fabaceae","Mimosa","Mimosa",1,"texana","texana",1,"","",NA,"var.","filipes",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967251-1","","Y","Accepted","Mimosa texana var. filipes","Mimosa texana","(Britton & Rose) Barneby","1369768","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967251-1","","Fabaceae","1","1","wcvp","0",""
"346","482","Mimosa texana texana",0.96021221090168,"1375605","Mimosa texana var. texana",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"texana","texana",1,"","",NA,"var.","texana",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190596-1","","Y","Accepted","Mimosa texana var. texana","Mimosa texana","","1375605","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190596-1","","Fabaceae","1","1","wcvp","0",""
"347","483","Mimosa tocantina",1,"167744","Mimosa tocantina",1,"species","","",NA,"Taub.","Fabaceae","Mimosa","Mimosa",1,"tocantina","tocantina",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162026-2","","Y","Accepted","Mimosa tocantina","Mimosa tocantina","Taub.","167744","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162026-2","","Fabaceae","1","1","wcvp","0",""
